Year,Rainfall,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13
03/09/14,4.7765045,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
04/09/14,4.887674,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
05/09/14,4.817777,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
06/09/14,5.5551586,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
07/09/14,4.174975,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
08/09/14,7.490599,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
09/09/14,5.351954,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
10/09/14,6.206997,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
11/09/14,7.201084,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
12/09/14,6.591805,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
13/09/14,9.024955,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
14/09/14,8.896351,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
15/09/14,10.494961,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
16/09/14,10.958404,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
17/09/14,13.637158,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
18/09/14,17.622185,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
19/09/14,12.505449,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
20/09/14,8.599617,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
21/09/14,4.395883,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
22/09/14,3.4380503,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
23/09/14,3.641022,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
24/09/14,3.829844,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
25/09/14,5.0434422,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
26/09/14,5.5138597,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
27/09/14,3.6425037,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
28/09/14,3.2878346,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
29/09/14,1.159569,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
30/09/14,1.1683052,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85,0.7,0.8,0.32,0.69,0.01
01/06/15,2.089133,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
02/06/15,2.2145631,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
03/06/15,3.0176826,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
04/06/15,3.0384994,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
05/06/15,2.6935818,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
06/06/15,3.2323685,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
07/06/15,2.7302492,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
08/06/15,3.5300767,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
09/06/15,1.947536,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
10/06/15,1.935884,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
11/06/15,2.314601,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
12/06/15,3.2760525,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
13/06/15,2.8595133,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
14/06/15,3.8676593,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
15/06/15,3.5526204,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
16/06/15,4.312846,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
17/06/15,4.610177,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
18/06/15,4.0268316,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
19/06/15,4.179492,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
20/06/15,4.6318235,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
21/06/15,3.521158,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
22/06/15,3.0604198,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
23/06/15,4.288506,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
24/06/15,11.078932,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
25/06/15,12.957313,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
26/06/15,13.871994,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
27/06/15,12.200191,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
28/06/15,10.10075,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
29/06/15,8.607698,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
30/06/15,9.5416765,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
01/07/15,9.479368,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
02/07/15,9.976441,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
03/07/15,5.2924905,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
04/07/15,7.5734744,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
05/07/15,6.059483,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
06/07/15,6.0543785,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
07/07/15,4.6377964,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
08/07/15,4.9889116,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
09/07/15,4.9569316,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
10/07/15,4.9549823,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
11/07/15,4.54731,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
12/07/15,3.9275126,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
13/07/15,3.1467066,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
14/07/15,5.167132,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
15/07/15,7.896179,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
16/07/15,8.250215,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
17/07/15,5.7206335,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
18/07/15,3.485955,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
19/07/15,4.645717,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
20/07/15,7.962481,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
21/07/15,9.256071,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
22/07/15,8.18416,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
23/07/15,7.758154,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
24/07/15,9.849364,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
25/07/15,11.802179,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
26/07/15,12.99281,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
27/07/15,10.017035,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
28/07/15,9.175302,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
29/07/15,10.853426,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
30/07/15,11.625972,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
31/07/15,11.94503,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
01/08/15,8.446023,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
02/08/15,10.167925,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
03/08/15,11.853424,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
04/08/15,12.238442,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
05/08/15,9.609252,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
06/08/15,6.436606,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
07/08/15,6.1966925,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
08/08/15,10.400147,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
09/08/15,9.80223,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
10/08/15,6.5817366,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
11/08/15,5.046946,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
12/08/15,4.888684,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
13/08/15,3.451531,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
14/08/15,4.524962,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
15/08/15,4.1467085,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
16/08/15,3.2283754,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
17/08/15,3.0065973,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
18/08/15,3.1244822,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
19/08/15,4.2358522,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
20/08/15,5.137116,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
21/08/15,5.814814,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
22/08/15,6.41991,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
23/08/15,7.535196,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
24/08/15,8.638523,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
25/08/15,9.953402,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
26/08/15,6.954458,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
27/08/15,6.7340417,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
28/08/15,9.449427,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
29/08/15,11.962539,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
30/08/15,10.23448,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
31/08/15,8.511935,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
01/09/15,7.0330424,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
02/09/15,6.526759,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
03/09/15,6.3662424,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
04/09/15,4.6568837,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
05/09/15,3.4952486,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
06/09/15,3.8149521,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
07/09/15,4.8474793,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
08/09/15,6.6190524,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
09/09/15,7.0252337,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
10/09/15,7.8175306,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
11/09/15,8.698663,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
12/09/15,6.926057,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
13/09/15,6.5102158,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
14/09/15,5.7943797,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
15/09/15,3.8746147,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
16/09/15,5.7014756,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
17/09/15,7.0139384,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
18/09/15,4.3897324,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
19/09/15,3.9342961,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
20/09/15,4.9809246,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
21/09/15,7.645194,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
22/09/15,6.3098226,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
23/09/15,6.4815135,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
24/09/15,5.9103284,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
25/09/15,5.329966,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
26/09/15,4.9690046,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
27/09/15,4.787427,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
28/09/15,5.268009,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
29/09/15,5.357124,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
30/09/15,3.6384149,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68,0.88,0.65,0.49,0.47,0.52
01/06/16,4.6276517,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
02/06/16,5.744418,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
03/06/16,3.519828,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
04/06/16,3.5461297,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
05/06/16,4.843982,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
06/06/16,5.1788893,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
07/06/16,7.2939167,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
08/06/16,5.793777,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
09/06/16,7.8345003,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
10/06/16,8.505311,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
11/06/16,8.114293,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
12/06/16,8.171857,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
13/06/16,5.8897243,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
14/06/16,8.778747,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
15/06/16,11.000368,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
16/06/16,9.820342,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
17/06/16,5.4592557,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
18/06/16,5.6036735,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
19/06/16,6.9646535,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
20/06/16,9.386971,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
21/06/16,11.107179,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
22/06/16,12.602955,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
23/06/16,7.948033,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
24/06/16,8.587916,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
25/06/16,9.066486,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
26/06/16,5.0632787,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
27/06/16,3.706034,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
28/06/16,4.528267,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
29/06/16,6.0812964,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
30/06/16,4.470205,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
01/07/16,3.9389985,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
02/07/16,3.4155693,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
03/07/16,4.501889,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
04/07/16,6.9370303,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
05/07/16,6.2926483,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
06/07/16,6.5484347,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
07/07/16,5.529046,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
08/07/16,10.694951,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
09/07/16,11.177489,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
10/07/16,10.489256,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
11/07/16,10.320497,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
12/07/16,9.769459,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
13/07/16,12.170038,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
14/07/16,10.803993,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
15/07/16,8.274282,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
16/07/16,7.2872252,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
17/07/16,11.612447,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
18/07/16,10.104642,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
19/07/16,11.31808,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
20/07/16,9.197644,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
21/07/16,8.336374,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
22/07/16,8.618697,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
23/07/16,7.630851,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
24/07/16,6.313608,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
25/07/16,7.1460013,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
26/07/16,9.610652,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
27/07/16,7.470287,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
28/07/16,11.106769,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
29/07/16,10.76007,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
30/07/16,7.0071325,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
31/07/16,8.367976,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23,-0.12,-0.61,-0.54,-0.63,-0.23
