Year,Rainfall,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13
01/06/01,2.1958647,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
02/06/01,2.3738291,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
03/06/01,2.965511,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
04/06/01,3.8850243,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
05/06/01,2.2391417,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
06/06/01,1.9465548,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
07/06/01,2.1617904,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
08/06/01,2.9516125,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
09/06/01,2.6730893,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
10/06/01,1.9597028,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
11/06/01,3.6750789,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
12/06/01,4.6918473,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
13/06/01,6.7833176,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
14/06/01,5.9057302,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
15/06/01,4.989948,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
16/06/01,4.2683973,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
17/06/01,6.166189,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
18/06/01,4.493988,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
19/06/01,5.613485,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
20/06/01,3.2918646,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
21/06/01,4.5124717,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
22/06/01,3.0078604,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
23/06/01,2.3588452,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
24/06/01,3.9824114,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
25/06/01,4.0868134,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
26/06/01,4.043493,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
27/06/01,5.5853014,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
28/06/01,5.0939326,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
29/06/01,4.4935117,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
30/06/01,4.250613,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
01/07/01,4.6142874,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
02/07/01,5.8977532,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
03/07/01,5.886984,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
04/07/01,4.352015,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
05/07/01,6.702426,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
06/07/01,9.418786,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
07/07/01,10.789879,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
08/07/01,7.7959385,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
09/07/01,8.351136,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
10/07/01,12.449786,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
11/07/01,11.691602,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
12/07/01,9.343289,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
13/07/01,7.2155886,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
14/07/01,5.06849,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
15/07/01,4.2792745,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
16/07/01,5.98484,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
17/07/01,6.55082,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
18/07/01,9.173781,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
19/07/01,9.036628,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
20/07/01,9.074713,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
21/07/01,8.335517,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
22/07/01,8.753731,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
23/07/01,8.380077,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
24/07/01,6.441039,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
25/07/01,8.840101,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
26/07/01,9.656853,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
27/07/01,5.869207,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
28/07/01,9.707659,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
29/07/01,8.172361,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
30/07/01,7.070455,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
31/07/01,6.2331758,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
01/08/01,13.409649,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
02/08/01,9.539034,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
03/08/01,8.655757,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
04/08/01,8.631776,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
05/08/01,8.469711,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
06/08/01,12.984709,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
07/08/01,13.600283,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
08/08/01,12.524204,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
09/08/01,10.136033,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
10/08/01,10.640834,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
11/08/01,9.903989,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
12/08/01,7.5235853,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
13/08/01,8.14448,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
14/08/01,8.533972,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
15/08/01,7.4071565,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
16/08/01,4.482641,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
17/08/01,4.895036,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
18/08/01,7.2051373,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
19/08/01,6.5876527,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
20/08/01,6.1790986,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
21/08/01,9.159133,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
22/08/01,11.644883,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
23/08/01,10.210832,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
24/08/01,8.822726,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
25/08/01,9.499023,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
26/08/01,5.427205,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
27/08/01,5.7552056,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
28/08/01,7.1089444,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
29/08/01,8.730145,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
30/08/01,6.0988574,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
31/08/01,4.689508,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
01/09/01,6.1260653,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
02/09/01,6.6531706,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
03/09/01,7.5147624,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
04/09/01,7.463803,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
05/09/01,5.449721,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
06/09/01,5.3232045,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
07/09/01,2.8168747,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
08/09/01,2.693571,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
09/09/01,2.7336574,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
10/09/01,2.9722843,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
11/09/01,1.835394,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
12/09/01,2.7230687,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
13/09/01,2.0407312,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
14/09/01,0.86742204,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
15/09/01,2.5675359,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
16/09/01,3.1508079,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
17/09/01,1.8457791,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
18/09/01,1.4350276,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
19/09/01,2.0236142,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
20/09/01,3.1340337,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
21/09/01,4.013226,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
22/09/01,5.6609497,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
23/09/01,8.349735,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
24/09/01,9.963893,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
25/09/01,8.815076,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
26/09/01,4.981408,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
27/09/01,1.6758511,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
28/09/01,1.4518458,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
29/09/01,1.3826184,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
30/09/01,1.0631534,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6,0.82,0.29,0.05,-0.13,-0.19
01/06/02,2.1823983,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
02/06/02,0.9410012,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
03/06/02,1.3712255,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
04/06/02,2.7636466,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
05/06/02,1.6345624,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
06/06/02,2.1627572,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
07/06/02,2.3324344,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
08/06/02,2.35709,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
09/06/02,3.094442,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
10/06/02,4.884117,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
11/06/02,5.244575,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
12/06/02,3.959176,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
13/06/02,5.8940887,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
14/06/02,4.306449,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
15/06/02,5.8014317,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
16/06/02,4.398345,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
17/06/02,3.5399756,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
18/06/02,4.673387,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
19/06/02,6.066441,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
20/06/02,6.8044863,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
21/06/02,4.9965415,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
22/06/02,4.172611,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
23/06/02,2.8910897,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
24/06/02,2.4345837,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
25/06/02,2.0024219,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
26/06/02,1.8350512,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
27/06/02,1.9742095,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
28/06/02,4.3308716,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
29/06/02,4.955507,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
30/06/02,5.480603,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
01/07/02,4.2280664,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
02/07/02,6.473246,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
03/07/02,7.6272526,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
04/07/02,7.5663085,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
05/07/02,9.470967,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
06/07/02,11.573206,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
07/07/02,12.219556,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
08/07/02,9.58917,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
09/07/02,7.971011,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
10/07/02,8.772136,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
11/07/02,5.619731,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
12/07/02,7.05625,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
13/07/02,8.310586,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
14/07/02,9.106823,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
15/07/02,10.695074,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
16/07/02,16.147951,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
17/07/02,18.112648,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
18/07/02,11.8202,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
19/07/02,8.416236,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
20/07/02,5.5526147,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
21/07/02,8.639278,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
22/07/02,10.900622,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
23/07/02,7.199206,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
24/07/02,7.2687597,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
25/07/02,10.286892,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
26/07/02,9.606272,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
27/07/02,6.099883,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
28/07/02,6.336616,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
29/07/02,8.857362,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
30/07/02,10.574029,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
31/07/02,6.956946,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
01/08/02,5.6072764,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
02/08/02,6.218666,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
03/08/02,4.871669,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
04/08/02,5.753033,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
05/08/02,4.432245,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
06/08/02,4.0097866,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
07/08/02,3.374919,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
08/08/02,5.977257,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
09/08/02,7.277816,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
10/08/02,10.778442,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
11/08/02,11.195361,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
12/08/02,5.4152746,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
13/08/02,2.9650664,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
14/08/02,1.6488686,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
15/08/02,2.568238,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
16/08/02,4.8049574,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
17/08/02,4.8353844,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
18/08/02,5.0059075,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
19/08/02,8.109775,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35,-0.5,-0.26,-0.27,0.2,0.47
